,prevailing_wage_status,low_income_units,middle_income_units,moderate_income_units,extremely_low_income_units,very_low_income_units,project_id
1732,Non Prevailing Wage,0,3,0,0,0,68380
1733,Non Prevailing Wage,8,0,0,0,0,66770
1734,Non Prevailing Wage,0,4,0,0,0,68379
1735,Non Prevailing Wage,35,0,0,54,0,61271
1736,Non Prevailing Wage,5,0,0,0,0,67051
1737,Non Prevailing Wage,1,0,0,0,0,68384
1738,Non Prevailing Wage,1,0,0,0,0,68385
1739,Non Prevailing Wage,0,0,13,0,0,60784
1740,Non Prevailing Wage,0,0,15,0,0,60784
1741,Non Prevailing Wage,23,0,41,0,8,67730
1742,Non Prevailing Wage,0,3,0,0,0,68377
1743,Non Prevailing Wage,0,3,0,0,0,68378
1744,Non Prevailing Wage,0,0,0,0,1,68383
1745,Non Prevailing Wage,50,0,0,78,0,61290
1746,Prevailing Wage,0,0,0,153,0,66105
1747,Non Prevailing Wage,80,0,0,153,21,68159
1748,Non Prevailing Wage,0,3,0,0,0,68376
1749,Non Prevailing Wage,0,3,0,0,0,68374
1750,Non Prevailing Wage,3,0,0,0,0,68375
1751,Non Prevailing Wage,0,5,0,0,0,68372
1752,Non Prevailing Wage,0,2,0,0,0,68373
1753,Non Prevailing Wage,0,5,0,0,0,68371
1754,Non Prevailing Wage,0,3,0,0,0,68370
1755,Non Prevailing Wage,6,0,0,0,0,68369
1756,Non Prevailing Wage,0,4,0,0,0,68367
1757,Non Prevailing Wage,0,4,0,0,0,68368
1758,Non Prevailing Wage,0,10,0,0,0,68365
1759,Non Prevailing Wage,0,13,0,0,0,68366
1760,Non Prevailing Wage,0,3,0,0,0,68362
1761,Non Prevailing Wage,0,7,0,0,0,68363
1762,Non Prevailing Wage,0,3,0,0,0,68360
1763,Non Prevailing Wage,0,3,0,0,0,68361
1764,Non Prevailing Wage,0,6,0,0,0,68359
1765,Non Prevailing Wage,0,0,8,0,0,68551
1766,Non Prevailing Wage,0,0,8,0,0,68551
1767,Non Prevailing Wage,0,0,8,0,0,68551
1768,Non Prevailing Wage,0,0,8,0,0,68551
1769,Non Prevailing Wage,1,0,0,0,0,68279
1770,Non Prevailing Wage,103,0,0,15,0,70536
1771,Non Prevailing Wage,0,3,0,0,0,68357
1772,Non Prevailing Wage,0,3,0,0,0,68358
1773,Non Prevailing Wage,1,0,0,145,4,65391
1774,Non Prevailing Wage,0,8,0,0,0,68356
1775,Non Prevailing Wage,1,0,0,0,0,68274
1776,Non Prevailing Wage,41,0,0,40,54,70535
1777,Non Prevailing Wage,0,0,0,0,1,68205
1778,Non Prevailing Wage,0,0,0,1,0,68278
1779,Non Prevailing Wage,0,28,0,0,0,68355
1780,Non Prevailing Wage,4,0,0,0,0,68353
1781,Non Prevailing Wage,0,3,0,0,0,68354
1782,Non Prevailing Wage,39,0,0,9,12,65291
1783,Non Prevailing Wage,111,0,0,41,38,65291
1784,Non Prevailing Wage,1,0,0,0,0,68202
1785,Non Prevailing Wage,0,3,0,0,0,68350
1786,Non Prevailing Wage,0,3,0,0,0,68352
1787,Non Prevailing Wage,0,3,0,0,0,68349
1788,Non Prevailing Wage,0,0,0,0,1,68199
1789,Non Prevailing Wage,1,0,0,0,0,68200
1790,Non Prevailing Wage,2,0,0,0,0,68345
1791,Non Prevailing Wage,2,0,0,0,0,68346
1792,Non Prevailing Wage,0,0,0,3,0,61877
1793,Non Prevailing Wage,1,0,0,7,0,61877
1794,Non Prevailing Wage,1,0,0,0,0,68197
1795,Non Prevailing Wage,13,0,0,0,0,68343
1796,Non Prevailing Wage,4,0,0,0,0,68344
1797,Non Prevailing Wage,0,0,7,0,0,68341
1798,Non Prevailing Wage,0,11,0,0,0,68342
1799,Non Prevailing Wage,1,0,0,0,0,68195
1800,Non Prevailing Wage,0,2,0,0,0,68339
1801,Non Prevailing Wage,0,7,0,0,0,68340
1802,Non Prevailing Wage,0,0,15,0,0,49147
1803,Non Prevailing Wage,1,0,0,0,0,68182
1804,Non Prevailing Wage,1,0,0,0,0,68193
1805,Non Prevailing Wage,0,3,0,0,0,68338
1806,Non Prevailing Wage,0,3,0,0,0,68336
1807,Non Prevailing Wage,0,23,0,0,0,68337
1808,Non Prevailing Wage,1,0,0,0,0,68183
1809,Non Prevailing Wage,0,20,0,0,0,70372
1810,Non Prevailing Wage,101,93,0,0,101,44218
1811,Non Prevailing Wage,69,0,0,129,0,44256
1812,Non Prevailing Wage,14,0,0,0,14,48038
1813,Non Prevailing Wage,2,0,0,0,0,68087
1814,Non Prevailing Wage,7,0,0,0,0,63168
1815,Non Prevailing Wage,36,0,0,6,30,64492
1816,Prevailing Wage,0,0,0,135,0,66653
1817,Non Prevailing Wage,0,3,0,0,7,66931
1818,Non Prevailing Wage,0,0,0,19,293,67577
1819,Non Prevailing Wage,0,0,0,19,292,67577
1820,Non Prevailing Wage,0,0,0,27,285,67577
1821,Non Prevailing Wage,0,0,0,16,296,67577
1822,Non Prevailing Wage,0,0,0,17,294,67577
1823,Non Prevailing Wage,0,0,0,26,286,67577
1824,Non Prevailing Wage,0,284,90,0,160,61931
1825,Non Prevailing Wage,125,0,0,18,36,62102
1826,Non Prevailing Wage,37,127,63,0,27,62109
1827,Non Prevailing Wage,0,40,65,0,80,63209
1828,Prevailing Wage,0,0,0,114,0,63877
1829,Non Prevailing Wage,0,5,0,0,0,68075
1830,Non Prevailing Wage,18,0,0,7,25,65054
1831,Non Prevailing Wage,12,0,0,0,17,65054
1832,Non Prevailing Wage,10,0,0,3,11,65054
1833,Non Prevailing Wage,11,0,0,0,12,65054
1834,Non Prevailing Wage,20,0,0,0,18,65054
1835,Non Prevailing Wage,14,0,0,0,27,65054
1836,Non Prevailing Wage,15,0,0,2,13,65054
1837,Non Prevailing Wage,11,0,0,12,2,65054
1838,Non Prevailing Wage,13,0,0,0,17,65054
1839,Non Prevailing Wage,8,0,0,0,20,65054
1840,Non Prevailing Wage,12,0,0,0,17,65054
1841,Non Prevailing Wage,18,0,0,0,30,65054
1842,Non Prevailing Wage,48,0,0,0,62,65054
1843,Non Prevailing Wage,0,3,0,0,0,68066
1844,Non Prevailing Wage,138,0,0,0,0,63778
1845,Non Prevailing Wage,1,0,4,250,4,65341
1846,Prevailing Wage,0,0,0,176,0,66651
1847,Non Prevailing Wage,50,0,1,0,0,67687
1848,Non Prevailing Wage,16,0,4,0,0,67687
1849,Non Prevailing Wage,26,0,1,0,0,67687
1850,Non Prevailing Wage,35,0,10,0,0,67687
1851,Non Prevailing Wage,39,0,7,0,0,67687
1852,Non Prevailing Wage,24,0,1,0,0,67687
1853,Non Prevailing Wage,24,0,3,0,1,67687
1854,Non Prevailing Wage,27,0,6,0,0,67687
1855,Non Prevailing Wage,20,0,1,0,0,67687
1856,Non Prevailing Wage,23,0,1,0,0,67687
1857,Non Prevailing Wage,19,0,2,0,0,67687
1858,Non Prevailing Wage,0,14,0,0,0,68065
1859,Non Prevailing Wage,0,3,0,0,0,68063
1860,Non Prevailing Wage,33,170,68,0,69,63154
1861,Non Prevailing Wage,0,0,0,0,12,66929
1862,Non Prevailing Wage,1,0,0,0,0,68010
1863,Non Prevailing Wage,5,0,9,6,3,62241
1864,Non Prevailing Wage,2,0,8,3,1,62241
1865,Non Prevailing Wage,11,0,0,6,4,65523
1866,Non Prevailing Wage,1,0,0,0,0,68009
1867,Non Prevailing Wage,64,0,0,0,0,66342
1868,Non Prevailing Wage,1,0,0,0,0,68008
1869,Non Prevailing Wage,4,0,31,0,0,64671
1870,Non Prevailing Wage,6,0,0,0,0,67723
1871,Non Prevailing Wage,12,0,0,0,0,67723
1872,Non Prevailing Wage,12,0,0,0,0,67723
1873,Non Prevailing Wage,9,0,0,0,0,67723
1874,Non Prevailing Wage,11,0,0,0,0,67723
1875,Non Prevailing Wage,0,3,0,0,0,68061
1876,Non Prevailing Wage,0,3,0,0,0,68062
1877,Non Prevailing Wage,0,3,0,0,0,68062
1878,Non Prevailing Wage,1,0,0,0,0,68006
1879,Non Prevailing Wage,0,7,0,0,0,68060
1880,Non Prevailing Wage,28,0,0,0,0,66189
1881,Non Prevailing Wage,7,0,0,91,44,66005
1882,Non Prevailing Wage,7,0,0,89,48,66005
1883,Non Prevailing Wage,7,0,0,107,30,66005
1884,Non Prevailing Wage,14,0,0,0,0,66571
1885,Prevailing Wage,0,0,0,56,0,61967
1886,Non Prevailing Wage,0,0,3,0,0,67966
1887,Non Prevailing Wage,0,0,0,0,1,68005
1888,Non Prevailing Wage,0,12,0,0,0,68059
1889,Non Prevailing Wage,22,0,0,0,3,67493
1890,Non Prevailing Wage,1,0,0,0,0,67989
1891,Non Prevailing Wage,0,3,0,0,0,68058
1892,Non Prevailing Wage,243,0,0,0,143,49533
1893,Non Prevailing Wage,240,0,0,0,146,49533
1894,Non Prevailing Wage,235,0,0,0,151,49533
1895,Non Prevailing Wage,209,0,0,0,177,49533
1896,Non Prevailing Wage,212,0,0,0,174,49533
1897,Non Prevailing Wage,234,0,0,0,152,49533
1898,Non Prevailing Wage,241,0,0,0,145,49533
1899,Non Prevailing Wage,1,0,0,0,0,67982
1900,Non Prevailing Wage,0,3,0,0,0,68055
1901,Non Prevailing Wage,0,3,0,0,0,68056
1902,Non Prevailing Wage,12,0,0,1,16,66144
1903,Non Prevailing Wage,4,0,0,0,4,66144
1904,Non Prevailing Wage,3,0,0,1,4,66144
1905,Non Prevailing Wage,0,0,0,0,0,66144
1906,Non Prevailing Wage,8,0,0,0,9,66144
1907,Non Prevailing Wage,5,0,0,1,10,66144
1908,Non Prevailing Wage,24,19,0,0,0,67684
1909,Non Prevailing Wage,1,0,0,0,0,67987
1910,Non Prevailing Wage,1,0,0,0,0,67988
1911,Non Prevailing Wage,1,0,0,0,0,67986
1912,Non Prevailing Wage,0,0,0,0,1,67985
1913,Non Prevailing Wage,0,0,0,0,1,67990
1914,Non Prevailing Wage,6,0,0,0,0,68054
1915,Non Prevailing Wage,1,0,0,0,0,67984
1916,Non Prevailing Wage,18,0,0,1,0,65599
1917,Non Prevailing Wage,0,3,0,0,0,68053
1918,Non Prevailing Wage,0,5,0,0,0,68052
1919,Non Prevailing Wage,2,0,0,0,0,68050
1920,Non Prevailing Wage,0,10,0,0,0,68051
1921,Non Prevailing Wage,2,0,0,0,0,68049
1922,Non Prevailing Wage,0,3,0,0,0,68033
1923,Non Prevailing Wage,0,6,0,0,0,68047
1924,Non Prevailing Wage,127,0,0,72,0,68064
1925,Non Prevailing Wage,1,0,0,0,0,67942
1926,Non Prevailing Wage,0,0,0,0,1,67944
1927,Non Prevailing Wage,0,8,0,0,0,68032
1928,Prevailing Wage,0,0,0,41,27,64736
1929,Non Prevailing Wage,7,0,0,0,0,68031
1930,Non Prevailing Wage,0,15,0,0,0,68067
1931,Non Prevailing Wage,1,0,0,0,0,67937
1932,Non Prevailing Wage,0,3,0,0,0,68029
1933,Non Prevailing Wage,0,6,0,0,0,68030
1934,Non Prevailing Wage,0,61,0,0,0,68030
1935,Non Prevailing Wage,4,0,0,0,0,68027
1936,Non Prevailing Wage,0,28,0,0,0,68028
1937,Non Prevailing Wage,193,0,0,0,22,61608
1938,Non Prevailing Wage,1,0,0,0,0,67939
1939,Non Prevailing Wage,0,2,0,0,0,68025
1940,Non Prevailing Wage,0,3,0,0,0,68026
1941,Non Prevailing Wage,3,0,0,0,0,67803
1942,Non Prevailing Wage,0,3,0,0,0,68023
1943,Non Prevailing Wage,0,3,0,0,0,68021
1944,Non Prevailing Wage,0,3,0,0,0,68022
1945,Non Prevailing Wage,5,0,12,0,0,67428
1946,Non Prevailing Wage,1,0,0,14,1,67428
1947,Non Prevailing Wage,3,0,1,23,7,67429
1948,Non Prevailing Wage,0,0,3,17,5,67429
1949,Non Prevailing Wage,2,0,0,39,7,67490
1950,Non Prevailing Wage,0,3,0,0,0,68020
1951,Prevailing Wage,0,0,0,88,0,63734
1952,Non Prevailing Wage,1,0,0,0,0,67938
1953,Non Prevailing Wage,0,3,0,0,0,68019
1954,Non Prevailing Wage,1,0,0,0,0,67958
1955,Non Prevailing Wage,0,8,0,0,0,68018
1956,Non Prevailing Wage,0,5,0,0,0,68017
1957,Non Prevailing Wage,50,0,0,0,0,64376
1958,Non Prevailing Wage,0,3,0,0,0,68015
1959,Non Prevailing Wage,0,3,0,0,0,68016
1960,Non Prevailing Wage,0,51,0,0,0,68014
1961,Non Prevailing Wage,9,0,0,0,0,63931
1962,Non Prevailing Wage,0,3,0,0,0,67856
1963,Non Prevailing Wage,0,0,1,0,0,67924
1964,Non Prevailing Wage,1,0,0,0,0,67925
1965,Non Prevailing Wage,3,0,0,0,0,67793
1966,Non Prevailing Wage,13,0,0,0,46,67457
1967,Non Prevailing Wage,10,0,0,0,49,67457
1968,Non Prevailing Wage,18,0,0,0,146,67457
1969,Non Prevailing Wage,17,0,0,0,147,67457
1970,Non Prevailing Wage,8,0,0,0,0,66805
1971,Non Prevailing Wage,12,0,0,1,0,66805
1972,Non Prevailing Wage,35,4,8,0,0,66805
1973,Non Prevailing Wage,0,3,0,0,0,67855
1974,Non Prevailing Wage,1,0,0,0,0,67778
1975,Non Prevailing Wage,0,3,0,0,0,67854
1976,Non Prevailing Wage,58,0,0,0,0,66752
1977,Non Prevailing Wage,4,0,0,0,0,67858
1978,Non Prevailing Wage,3,0,0,0,0,67731
1979,Non Prevailing Wage,1,0,0,0,0,67779
1980,Non Prevailing Wage,0,4,0,0,0,67852
1981,Non Prevailing Wage,0,8,0,0,0,67872
1982,Non Prevailing Wage,1,0,0,0,0,67780
1983,Non Prevailing Wage,0,3,0,0,0,67850
1984,Non Prevailing Wage,0,3,0,0,0,67869
1985,Non Prevailing Wage,0,8,0,0,0,67848
1986,Non Prevailing Wage,0,9,0,0,0,67846
1987,Non Prevailing Wage,1,0,1,0,0,67857
1988,Non Prevailing Wage,0,3,0,0,0,67845
1989,Non Prevailing Wage,0,2,0,0,0,67845
1990,Non Prevailing Wage,0,4,0,0,0,67844
1991,Non Prevailing Wage,0,4,0,0,0,67844
1992,Non Prevailing Wage,1,0,0,0,0,67781
1993,Non Prevailing Wage,0,13,0,0,0,67843
1994,Non Prevailing Wage,0,6,0,0,0,67842
1995,Non Prevailing Wage,0,3,0,0,0,67868
1996,Non Prevailing Wage,1,0,0,0,0,67666
1997,Non Prevailing Wage,0,5,0,0,0,67840
1998,Non Prevailing Wage,1,0,0,0,0,67664
1999,Non Prevailing Wage,1,0,0,0,0,67665
2000,Non Prevailing Wage,0,3,0,0,0,67839
2001,Non Prevailing Wage,0,9,0,0,0,67838
2002,Non Prevailing Wage,0,6,0,0,0,67837
2003,Non Prevailing Wage,3,0,0,0,0,67634
2004,Non Prevailing Wage,0,3,0,0,0,67836
2005,Non Prevailing Wage,0,0,0,0,1,67663
2006,Non Prevailing Wage,0,19,0,0,0,67835
2007,Non Prevailing Wage,0,6,0,0,0,67834
2008,Non Prevailing Wage,10,0,0,0,0,67751
2009,Non Prevailing Wage,0,3,0,0,0,67750
2010,Non Prevailing Wage,0,3,0,0,0,67748
2011,Non Prevailing Wage,0,6,0,0,0,67747
2012,Non Prevailing Wage,2,0,0,0,0,67745
2013,Non Prevailing Wage,1,0,0,0,0,67662
2014,Non Prevailing Wage,0,3,0,0,0,67743
2015,Non Prevailing Wage,1,0,0,0,0,67656
2016,Non Prevailing Wage,0,15,0,0,0,67742
2017,Non Prevailing Wage,1,0,0,0,0,67555
2018,Non Prevailing Wage,1,0,0,0,0,67554
2019,Non Prevailing Wage,5,0,0,0,0,67741
2020,Non Prevailing Wage,1,0,0,0,0,67542
2021,Non Prevailing Wage,1,0,0,0,0,67549
2022,Non Prevailing Wage,1,0,5,2,0,53010
2023,Non Prevailing Wage,0,4,0,0,0,65847
2024,Non Prevailing Wage,0,3,0,0,0,65847
2025,Non Prevailing Wage,0,3,0,0,0,65847
2026,Non Prevailing Wage,0,3,0,0,0,65847
2027,Non Prevailing Wage,0,4,0,0,0,65847
2028,Non Prevailing Wage,0,2,0,0,0,65847
2029,Non Prevailing Wage,0,3,0,0,0,65847
2030,Non Prevailing Wage,0,3,0,0,0,65847
2031,Non Prevailing Wage,0,3,0,0,0,65847
2032,Non Prevailing Wage,0,4,0,0,0,65847
2033,Non Prevailing Wage,0,8,0,0,0,67740
2034,Non Prevailing Wage,0,3,0,0,0,67739
2035,Non Prevailing Wage,0,6,0,0,0,67738
2036,Non Prevailing Wage,5,3,0,0,5,66569
2037,Non Prevailing Wage,0,5,0,0,0,67737
2038,Non Prevailing Wage,15,0,0,0,4,65337
2039,Prevailing Wage,0,0,0,36,0,50815
2040,Non Prevailing Wage,4,0,0,0,0,67736
2041,Non Prevailing Wage,10,0,0,0,0,67735
2042,Non Prevailing Wage,0,30,0,0,0,67734
2043,Non Prevailing Wage,0,3,0,0,0,67732
2044,Non Prevailing Wage,0,6,0,0,0,67733
2045,Non Prevailing Wage,0,0,1,40,4,63811
2046,Non Prevailing Wage,5,0,0,35,4,63811
2047,Non Prevailing Wage,0,1,0,30,2,63811
2048,Non Prevailing Wage,1,0,1,20,6,63811
2049,Non Prevailing Wage,2,0,1,27,4,66723
2050,Non Prevailing Wage,1,0,0,14,3,66723
2051,Non Prevailing Wage,1,0,0,27,5,66723
2052,Non Prevailing Wage,3,0,0,13,4,66723
2053,Non Prevailing Wage,1,0,0,16,2,66723
2054,Non Prevailing Wage,3,0,4,73,14,66836
2055,Non Prevailing Wage,2,0,2,21,4,66911
2056,Non Prevailing Wage,3,0,3,44,4,66911
2057,Non Prevailing Wage,2,0,0,0,0,66985
2058,Non Prevailing Wage,0,1,0,0,1,66985
2059,Non Prevailing Wage,0,0,0,1,1,66985
2060,Non Prevailing Wage,0,0,0,2,0,66985
2061,Non Prevailing Wage,1,0,0,0,1,66985
2062,Non Prevailing Wage,1,0,0,0,1,66985
2063,Non Prevailing Wage,0,2,0,0,0,66985
2064,Non Prevailing Wage,0,0,0,2,0,66985
2065,Non Prevailing Wage,0,0,0,2,0,66985
2066,Non Prevailing Wage,0,0,0,2,0,66985
2067,Non Prevailing Wage,0,1,0,1,0,66985
2068,Non Prevailing Wage,0,0,0,2,0,66985
2069,Non Prevailing Wage,1,1,0,0,0,66985
2070,Non Prevailing Wage,1,0,0,1,0,66985
2071,Non Prevailing Wage,1,0,0,1,0,66985
2072,Non Prevailing Wage,1,0,0,1,0,66985
2073,Non Prevailing Wage,0,0,0,2,0,66985
2074,Non Prevailing Wage,1,0,0,1,0,66985
2075,Non Prevailing Wage,0,0,0,1,1,66985
2076,Non Prevailing Wage,0,1,0,1,0,66985
2077,Non Prevailing Wage,0,0,0,2,0,66985
2078,Non Prevailing Wage,0,0,0,1,1,66985
2079,Non Prevailing Wage,0,0,0,2,0,66985
2080,Non Prevailing Wage,0,0,0,2,0,66985
2081,Non Prevailing Wage,0,0,0,2,0,66985
2082,Non Prevailing Wage,0,0,0,2,0,66985
2083,Non Prevailing Wage,0,0,0,2,0,66985
2084,Non Prevailing Wage,0,0,0,2,0,66985
2085,Non Prevailing Wage,0,0,0,2,0,66985
2086,Non Prevailing Wage,1,0,0,1,0,66985
2087,Non Prevailing Wage,0,0,0,0,2,66985
2088,Non Prevailing Wage,24,38,0,0,16,51867
2089,Prevailing Wage,1,0,0,20,3,52986
2090,Prevailing Wage,3,0,0,6,11,52986
2091,Prevailing Wage,2,0,0,4,14,52986
2092,Non Prevailing Wage,22,0,8,1,18,54377
2093,Non Prevailing Wage,4,0,0,59,7,59107
2094,Non Prevailing Wage,3,0,0,40,5,59107
2095,Non Prevailing Wage,2,0,1,41,4,59107
2096,Non Prevailing Wage,193,0,134,20,39,63761
2097,Non Prevailing Wage,244,0,22,90,89,63763
2098,Non Prevailing Wage,21,4,4,4,189,65363
2099,Non Prevailing Wage,16,5,6,2,197,65363
2100,Non Prevailing Wage,12,1,4,3,206,65363
2101,Non Prevailing Wage,13,3,0,5,205,65363
2102,Non Prevailing Wage,1,0,0,2,9,65373
2103,Non Prevailing Wage,3,0,0,1,6,65373
2104,Non Prevailing Wage,2,0,0,2,6,65373
2105,Non Prevailing Wage,1,0,0,2,7,65373
2106,Non Prevailing Wage,13,0,0,1,5,65373
2107,Non Prevailing Wage,12,0,0,0,8,65373
2108,Non Prevailing Wage,98,0,34,0,0,65374
2109,Non Prevailing Wage,0,0,0,119,0,65621
2110,Non Prevailing Wage,0,0,0,118,0,65621
2111,Non Prevailing Wage,0,0,0,119,0,65621
2112,Non Prevailing Wage,2,0,0,4,13,65730
2113,Non Prevailing Wage,1,0,0,2,17,65730
2114,Non Prevailing Wage,0,0,0,1,13,65730
2115,Non Prevailing Wage,8,0,0,0,17,65730
2116,Non Prevailing Wage,4,0,0,0,8,65730
2117,Non Prevailing Wage,11,0,0,0,24,65730
2118,Non Prevailing Wage,2,0,0,0,18,66145
2119,Non Prevailing Wage,9,0,0,1,25,66145
2120,Non Prevailing Wage,7,0,0,1,11,66145
2121,Non Prevailing Wage,3,0,0,1,11,66145
2122,Non Prevailing Wage,18,0,0,0,14,66145
2123,Non Prevailing Wage,2,0,0,33,5,66721
2124,Non Prevailing Wage,2,0,0,30,7,66721
2125,Non Prevailing Wage,81,0,0,30,30,66769
2126,Non Prevailing Wage,1,0,0,13,2,66834
2127,Non Prevailing Wage,1,1,0,15,6,66834
2128,Non Prevailing Wage,4,0,0,27,4,66834
2129,Non Prevailing Wage,0,0,0,13,4,66834
2130,Non Prevailing Wage,0,0,1,0,0,67327
2131,Non Prevailing Wage,0,0,1,0,0,67336
2132,Non Prevailing Wage,0,0,0,0,1,67341
2133,Non Prevailing Wage,0,0,0,1,0,67354
2134,Non Prevailing Wage,0,0,0,0,1,67356
2135,Non Prevailing Wage,0,0,2,0,0,67358
2136,Non Prevailing Wage,2,0,0,0,0,67359
2137,Non Prevailing Wage,1,0,0,0,0,67362
2138,Non Prevailing Wage,4,0,0,0,0,67365
2139,Non Prevailing Wage,2,0,0,0,0,67373
2140,Non Prevailing Wage,0,0,2,0,0,67376
2141,Non Prevailing Wage,2,0,0,0,0,67379
2142,Non Prevailing Wage,0,0,1,0,0,67380
2143,Non Prevailing Wage,0,0,2,0,0,67382
2144,Non Prevailing Wage,0,0,0,0,3,67384
2145,Non Prevailing Wage,0,0,2,0,0,67385
2146,Non Prevailing Wage,0,0,0,0,1,67389
2147,Non Prevailing Wage,0,0,2,0,0,67400
2148,Non Prevailing Wage,2,0,0,0,0,67413
2149,Non Prevailing Wage,2,0,0,0,0,67414
2150,Non Prevailing Wage,0,0,3,0,0,67421
2151,Non Prevailing Wage,0,0,0,0,220,67427
2152,Non Prevailing Wage,0,0,0,0,207,67427
2153,Non Prevailing Wage,0,0,0,0,226,67427
2154,Non Prevailing Wage,0,0,0,0,124,67427
2155,Non Prevailing Wage,0,0,0,0,206,67427
2156,Non Prevailing Wage,0,0,0,0,124,67427
2157,Non Prevailing Wage,32,0,0,46,0,68096
2158,Prevailing Wage,12,0,0,88,25,58666
2159,Prevailing Wage,0,0,0,121,0,63122
2160,Non Prevailing Wage,59,0,0,38,2,63769
2161,Non Prevailing Wage,39,0,0,0,19,65269
2162,Non Prevailing Wage,0,0,0,110,57,65348
2163,Non Prevailing Wage,4,0,0,16,8,65362
2164,Non Prevailing Wage,3,1,1,16,7,65362
2165,Non Prevailing Wage,0,0,2,13,9,65362
2166,Non Prevailing Wage,4,0,4,14,5,65362
2167,Non Prevailing Wage,3,0,1,11,8,65362
2168,Non Prevailing Wage,6,0,0,15,8,65362
2169,Non Prevailing Wage,2,0,1,14,6,65362
2170,Non Prevailing Wage,0,0,3,24,7,65362
2171,Non Prevailing Wage,1,0,2,16,5,65362
2172,Non Prevailing Wage,2,0,2,12,5,65362
2173,Non Prevailing Wage,2,0,1,18,1,65362
2174,Non Prevailing Wage,2,0,2,20,4,65362
2175,Non Prevailing Wage,6,0,2,16,4,65362
2176,Non Prevailing Wage,2,0,0,0,0,67302
2177,Non Prevailing Wage,0,0,2,0,0,67369
2178,Non Prevailing Wage,2,0,0,0,0,67375
2179,Non Prevailing Wage,0,0,0,0,2,67377
2180,Non Prevailing Wage,1,0,0,0,0,67381
2181,Non Prevailing Wage,0,0,2,0,0,67386
2182,Non Prevailing Wage,0,0,1,0,0,67412
2183,Prevailing Wage,0,0,0,49,3,61625
2184,Non Prevailing Wage,157,0,0,75,86,61799
2185,Non Prevailing Wage,32,0,0,46,29,63771
2186,Non Prevailing Wage,320,0,0,67,68,64885
2187,Prevailing Wage,0,0,0,158,0,65983
2188,Non Prevailing Wage,0,4,0,0,0,67303
2189,Non Prevailing Wage,85,0,0,0,0,67425
2190,Non Prevailing Wage,71,0,0,0,0,67425
2191,Non Prevailing Wage,83,0,0,0,0,67425
2192,Non Prevailing Wage,0,0,0,139,0,67426
2193,Non Prevailing Wage,0,0,0,241,163,67426
2194,Non Prevailing Wage,0,0,0,107,0,67426
2195,Prevailing Wage,45,0,0,71,0,63367
2196,Non Prevailing Wage,8,0,0,5,3,65227
2197,Non Prevailing Wage,33,0,1,28,11,65227
2198,Non Prevailing Wage,7,0,0,4,5,65227
2199,Non Prevailing Wage,20,0,0,27,2,65227
2200,Non Prevailing Wage,19,0,1,16,4,65227
2201,Non Prevailing Wage,31,0,3,37,10,65227
2202,Non Prevailing Wage,16,0,0,17,2,65227
2203,Non Prevailing Wage,11,0,1,16,1,65227
2204,Non Prevailing Wage,15,0,0,17,2,65227
2205,Non Prevailing Wage,15,0,2,21,6,65227
2206,Non Prevailing Wage,18,0,0,23,8,65227
2207,Non Prevailing Wage,17,0,1,29,19,65227
2208,Non Prevailing Wage,13,0,0,8,8,65227
2209,Non Prevailing Wage,12,0,0,15,2,65227
2210,Non Prevailing Wage,15,0,2,18,8,65227
2211,Non Prevailing Wage,11,0,0,23,6,65227
2212,Non Prevailing Wage,5,0,1,17,6,65227
2213,Non Prevailing Wage,13,0,2,17,10,65227
2214,Non Prevailing Wage,4,0,0,10,6,65227
2215,Non Prevailing Wage,17,0,2,23,11,65227
2216,Non Prevailing Wage,8,0,2,16,5,65227
2217,Non Prevailing Wage,14,0,2,18,7,65227
2218,Non Prevailing Wage,9,0,1,20,0,65227
2219,Non Prevailing Wage,10,0,0,19,3,65227
2220,Non Prevailing Wage,11,0,3,21,3,65227
2221,Non Prevailing Wage,4,0,2,13,5,65227
2222,Non Prevailing Wage,23,0,2,31,3,65227
2223,Non Prevailing Wage,4,0,0,11,4,65227
2224,Non Prevailing Wage,8,0,0,7,2,65227
2225,Non Prevailing Wage,8,0,1,8,3,65227
2226,Non Prevailing Wage,3,0,0,6,6,65227
2227,Non Prevailing Wage,13,0,0,12,6,65227
2228,Non Prevailing Wage,14,0,0,19,3,65227
2229,Non Prevailing Wage,0,0,0,0,12,65772
2230,Non Prevailing Wage,0,4,0,0,6,65773
2231,Non Prevailing Wage,0,0,25,0,0,61837
2232,Non Prevailing Wage,0,0,25,0,0,61837
2233,Non Prevailing Wage,0,0,24,0,0,61837
2234,Non Prevailing Wage,0,0,20,0,0,61837
2235,Non Prevailing Wage,74,0,0,46,40,63880
2236,Non Prevailing Wage,138,0,0,48,48,64252
2237,Non Prevailing Wage,1,0,0,67,8,66556
2238,Non Prevailing Wage,4,0,0,42,8,66810
2239,Non Prevailing Wage,2,0,0,0,0,67304
2240,Non Prevailing Wage,0,0,1,0,0,67364
2241,Non Prevailing Wage,67,0,22,12,12,58623
2242,Non Prevailing Wage,116,0,0,40,40,61612
2243,Non Prevailing Wage,23,0,50,8,21,63172
2244,Non Prevailing Wage,97,0,23,16,15,63751
2245,Non Prevailing Wage,16,0,0,24,0,67231
2246,Non Prevailing Wage,1,0,0,0,0,67278
2247,Non Prevailing Wage,0,0,1,0,0,67279
2248,Non Prevailing Wage,2,0,0,0,0,67305
